Water body name,Water body description,Water body type,Year added to List,Basin,AUID,Use Class,County,HUC 8,Watershed name,Partial tribal designation,Affected designated use,Pollutant or stressor,TMDL target completion year,EPA category,Mercury TMDL region,Year TMDL plan approved,TMDL ID,AUID previously listed,Changes since last List
Wolf Creek,Headwaters to Cedar R,Stream,2006,Cedar River,07080201-510,"2Bg, 3C",Mower,07080201,Cedar River,,Aquatic Recreation,Fecal coliform,,4A,,2019,PRJ07667-001,,TMDL plan approved; EPA category changed from 5 to 4A
Woodbury Creek,Headwaters to 145th St,Stream,2006,Cedar River,07080201-614,"2Bg, 3C",Freeborn,07080201,Cedar River,,Aquatic Recreation,Fecal coliform,,4A,,2019,PRJ07667-001,07080201-526,Carry forward impairment from 07080201-526
Woodbury Creek,145th St to Cedar R,Stream,2020,Cedar River,07080201-615,"2Bg, 3C",Mower,07080201,Cedar River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2023,5,,,,,
Woodbury Creek,145th St to Cedar R,Stream,2006,Cedar River,07080201-615,"2Bg, 3C",Mower,07080201,Cedar River,,Aquatic Recreation,Fecal coliform,,4A,,2019,PRJ07667-001,07080201-526,Carry forward impairment from 07080201-526
Beaver Creek,121st Ave to Des Moines R,Stream,2018,Des Moines River,07100001-646,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Chlorpyrifos,2028,5,,,,,
Beaver Creek,121st Ave to Des Moines R,Stream,2018,Des Moines River,07100001-646,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Beaver Creek,121st Ave to Des Moines R,Stream,2004,Des Moines River,07100001-646,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Beaver Creek,121st Ave to Des Moines R,Stream,2002,Des Moines River,07100001-646,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Fecal coliform,,4A,,2008,PRJ04160-001,,
Beaver Creek,131st St to JD 14,Stream,2018,Des Moines River,07100001-663,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Beaver Creek,131st St to JD 14,Stream,2018,Des Moines River,07100001-663,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Beaver Creek,JD 14 to CD 20,Stream,2018,Des Moines River,07100001-664,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Bloody,Lake or Reservoir,Lake,2010,Des Moines River,51-0040-00,"2B, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,2028,5,,,,,
Boot,Lake or Reservoir,Lake,2018,Des Moines River,32-0015-00,"2B, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,2028,5,,,,,
Bright,Lake or Reservoir,Lake,2018,Des Moines River,46-0052-00,"2B, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Bright,Lake or Reservoir,Lake,2018,Des Moines River,46-0052-00,"2B, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Recreation,Nutrients,2028,5,,,,,
Brown Creek (Judicial Ditch 10),Headwaters to MN/IA border,Stream,2018,Des Moines River,07100002-502,"2Bg, 3C",Martin,07100002,Lower Des Moines River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Corabelle,Lake or Reservoir,Lake,2018,Des Moines River,51-0054-00,"2B, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Corabelle,Lake or Reservoir,Lake,2018,Des Moines River,51-0054-00,"2B, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,2028,5,,,,,
Cottonwood,Lake or Reservoir,Lake,2018,Des Moines River,17-0022-00,"2B, 3C",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
County Ditch 1/Judicial Ditch 50,Unnamed cr to CD 11,Stream,2018,Des Moines River,07100003-515,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
County Ditch 11,Headwaters to E Fk Des Moines R,Stream,2018,Des Moines River,07100003-503,7,Martin,07100003,East Fork Des Moines River,,Limited Resource Value,Escherichia coli (E.coli),2028,5,,,,,
County Ditch 20,Headwaters to Beaver Cr,Stream,2018,Des Moines River,07100001-504,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
County Ditch 20,Headwaters to Beaver Cr,Stream,2002,Des Moines River,07100001-504,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Fecal coliform,,4A,,2008,PRJ04160-001,,
County Ditch 43 (Scheldorf Creek),Unnamed cr to Des Moines R,Stream,2018,Des Moines River,07100001-552,"1B, 2Ag, 3B",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
County Ditch 43 (Scheldorf Creek),Unnamed cr to Des Moines R,Stream,2018,Des Moines River,07100001-552,"1B, 2Ag, 3B",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
County Ditch 53,Unnamed cr to MN/IA border,Stream,2018,Des Moines River,07100003-506,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Currant,Lake or Reservoir,Lake,2018,Des Moines River,51-0082-00,"2B, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Currant,Lake or Reservoir,Lake,2008,Des Moines River,51-0082-00,"2B, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,2028,5,,,,,
Des Moines River,Windom Dam to Jackson Dam,Stream,1994,Des Moines River,07100001-501,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,"Ammonia, un-ionized",2028,5,,,,,
Des Moines River,Windom Dam to Jackson Dam,Stream,2018,Des Moines River,07100001-501,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Des Moines River,Windom Dam to Jackson Dam,Stream,1994,Des Moines River,07100001-501,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Dissolved oxygen,2028,5,,,,,
Des Moines River,Windom Dam to Jackson Dam,Stream,2018,Des Moines River,07100001-501,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Des Moines River,Windom Dam to Jackson Dam,Stream,2016,Des Moines River,07100001-501,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Nutrients,2028,5,,,,,
Des Moines River,Windom Dam to Jackson Dam,Stream,1998,Des Moines River,07100001-501,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Des Moines River,Windom Dam to Jackson Dam,Stream,2004,Des Moines River,07100001-501,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Fecal coliform,,4A,,2008,PRJ04160-001,,
Des Moines River,Heron Lk outlet to Windom Dam,Stream,2018,Des Moines River,07100001-524,"2Bg, 3C",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Des Moines River,Heron Lk outlet to Windom Dam,Stream,2018,Des Moines River,07100001-524,"2Bg, 3C",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Des Moines River,Heron Lk outlet to Windom Dam,Stream,2006,Des Moines River,07100001-524,"2Bg, 3C",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Des Moines River,Heron Lk outlet to Windom Dam,Stream,2018,Des Moines River,07100001-524,"2Bg, 3C",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Des Moines River,Lime Cr to Heron Lk outlet,Stream,2018,Des Moines River,07100001-533,"2Bg, 3C",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Des Moines River,Lime Cr to Heron Lk outlet,Stream,2018,Des Moines River,07100001-533,"2Bg, 3C",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Des Moines River,Lime Cr to Heron Lk outlet,Stream,2004,Des Moines River,07100001-533,"2Bg, 3C",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Des Moines River,Lime Cr to Heron Lk outlet,Stream,2004,Des Moines River,07100001-533,"2Bg, 3C",Cottonwood,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Fecal coliform,,4A,,2008,PRJ04160-001,,
Des Moines River,Jackson Dam to JD 66,Stream,2016,Des Moines River,07100001-541,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2018,PRJ07770-001,,
Des Moines River,Jackson Dam to JD 66,Stream,2002,Des Moines River,07100001-541,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Des Moines River,Lk Shetek to Beaver Cr,Stream,2018,Des Moines River,07100001-545,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Des Moines River,Lk Shetek to Beaver Cr,Stream,2018,Des Moines River,07100001-545,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Des Moines River,Lk Shetek to Beaver Cr,Stream,2006,Des Moines River,07100001-545,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Des Moines River,Beaver Cr to Lime Cr,Stream,2018,Des Moines River,07100001-546,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Des Moines River,Beaver Cr to Lime Cr,Stream,2018,Des Moines River,07100001-546,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Des Moines River,Beaver Cr to Lime Cr,Stream,2004,Des Moines River,07100001-546,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Des Moines River,Beaver Cr to Lime Cr,Stream,2004,Des Moines River,07100001-546,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Fecal coliform,,4A,,2008,PRJ04160-001,,
Des Moines River,JD 66 to MN/IA border ,Stream,2016,Des Moines River,07100002-501,"2Bg, 3C",Jackson,07100002,Lower Des Moines River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2018,PRJ07770-001,,
Des Moines River,JD 66 to MN/IA border ,Stream,2018,Des Moines River,07100002-501,"2Bg, 3C",Jackson,07100002,Lower Des Moines River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Des Moines River,JD 66 to MN/IA border ,Stream,2018,Des Moines River,07100002-501,"2Bg, 3C",Jackson,07100002,Lower Des Moines River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Des Moines River,JD 66 to MN/IA border ,Stream,2002,Des Moines River,07100002-501,"2Bg, 3C",Jackson,07100002,Lower Des Moines River,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Des Moines River,JD 66 to MN/IA border ,Stream,2004,Des Moines River,07100002-501,"2Bg, 3C",Jackson,07100002,Lower Des Moines River,,Aquatic Recreation,Fecal coliform,,4A,,2008,PRJ04160-001,,
"Des Moines River, East Branch",Unnamed cr to CD 11,Stream,2018,Des Moines River,07100003-525,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
"Des Moines River, East Branch",Unnamed cr to CD 11,Stream,2018,Des Moines River,07100003-525,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
"Des Moines River, East Branch",-94.6258 43.5659 to Okamanpeedan Lk,Stream,2006,Des Moines River,07100003-527,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Life,Dissolved oxygen,2028,5,,,,,
"Des Moines River, East Branch",-94.6258 43.5659 to Okamanpeedan Lk,Stream,2018,Des Moines River,07100003-527,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
"Des Moines River, East Branch",-94.6258 43.5659 to Okamanpeedan Lk,Stream,2002,Des Moines River,07100003-527,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Life,Turbidity,2028,5,,,,,
"Des Moines River, East Branch",-94.6258 43.5659 to Okamanpeedan Lk,Stream,2018,Des Moines River,07100003-527,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Devils Run Creek,Unnamed cr to Des Moines R,Stream,2018,Des Moines River,07100001-668,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Division Creek,Okabena Cr to Heron Lk (32-0057-06),Stream,2006,Des Moines River,07100001-529,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
East Graham,Lake or Reservoir,Lake,2018,Des Moines River,53-0020-00,"2B, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
East Graham,Lake or Reservoir,Lake,2008,Des Moines River,53-0020-00,"2B, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,2028,5,,,,,
Elk Creek,-95.4791 43.6750 to Okabena Cr,Stream,2018,Des Moines River,07100001-656,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Elk Creek,-95.4791 43.6750 to Okabena Cr,Stream,2018,Des Moines River,07100001-656,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Elk Creek,-95.4791 43.6750 to Okabena Cr,Stream,2006,Des Moines River,07100001-656,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Elk Creek,-95.4791 43.6750 to Okabena Cr,Stream,2006,Des Moines River,07100001-656,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Fecal coliform,,4A,,2008,PRJ04160-001,,
Flahtery,Lake or Reservoir,Lake,2010,Des Moines River,32-0045-00,"2B, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,2028,5,,,,,
Fourmile Creek,JD 105 to Des Moines R,Stream,2018,Des Moines River,07100003-510,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Fourmile Creek,JD 105 to Des Moines R,Stream,2018,Des Moines River,07100003-510,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Fourmile Creek,JD 105 to Des Moines R,Stream,2018,Des Moines River,07100003-510,"2Bg, 3C",Martin,07100003,East Fork Des Moines River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Fox,Lake or Reservoir,Lake,2018,Des Moines River,51-0043-00,"2B, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Fox,Lake or Reservoir,Lake,2018,Des Moines River,51-0043-00,"2B, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,2028,5,,,,,
Heron (Duck),Lake or Reservoir,Lake,2002,Des Moines River,32-0057-02,"2B, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,2028,5,,,,,
Heron (North Heron),Lake or Reservoir,Lake,2002,Des Moines River,32-0057-05,"2B, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,,4A,,2008,PRJ04160-001,,
Heron (South Heron),Lake or Reservoir,Lake,2002,Des Moines River,32-0057-07,"2B, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Nutrients,,4A,,2008,PRJ04160-001,,
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2018,Des Moines River,07100001-527,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2018,Des Moines River,07100001-527,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2016,Des Moines River,07100001-527,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Nutrients,2028,5,,,,,
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2006,Des Moines River,07100001-527,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,pH,,4A,,2008,PRJ04160-001,,
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2006,Des Moines River,07100001-527,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2018,Des Moines River,07100001-527,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Jack Creek,N Br Jack Cr to JD 26,Stream,2018,Des Moines River,07100001-514,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Jack Creek,"T104 R40W S31, west line to N Br Jack Cr",Stream,2018,Des Moines River,07100001-549,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Jack Creek,"T104 R40W S31, west line to N Br Jack Cr",Stream,2018,Des Moines River,07100001-549,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Jack Creek,MN Hwy 60 to -93.3062 43.7685,Stream,2018,Des Moines River,07100001-658,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Chlorpyrifos,2028,5,,,,,
Jack Creek,MN Hwy 60 to -93.3062 43.7685,Stream,2018,Des Moines River,07100001-658,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Jack Creek,MN Hwy 60 to -93.3062 43.7685,Stream,2006,Des Moines River,07100001-658,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Jack Creek,MN Hwy 60 to -93.3062 43.7685,Stream,2006,Des Moines River,07100001-658,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Fecal coliform,,4A,,2008,PRJ04160-001,,
Jack Creek,-93.3062 43.7685 to Heron Lk,Stream,2006,Des Moines River,07100001-659,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
Jack Creek,-93.3062 43.7685 to Heron Lk,Stream,2006,Des Moines River,07100001-659,"2Bg, 3C",Jackson,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Fecal coliform,,4A,,2008,PRJ04160-001,,
"Jack Creek, North Branch",T-148 to 1st St,Stream,2018,Des Moines River,07100001-649,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
"Jack Creek, North Branch",31st St to JD 12,Stream,2006,Des Moines River,07100001-651,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
"Jack Creek, North Branch",JD 12 to Jack Cr,Stream,2018,Des Moines River,07100001-652,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
"Jack Creek, North Branch",JD 12 to Jack Cr,Stream,2006,Des Moines River,07100001-652,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Turbidity,,4A,,2008,PRJ04160-001,,
"Jack Creek, North Branch",JD 12 to Jack Cr,Stream,2018,Des Moines River,07100001-652,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Judicial Ditch 12,CSAH 18 to N Br Jack Cr,Stream,2018,Des Moines River,07100001-666,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Judicial Ditch 12,CSAH 18 to N Br Jack Cr,Stream,2018,Des Moines River,07100001-666,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Judicial Ditch 26,Unnamed cr to Jack Lk,Stream,2018,Des Moines River,07100001-523,"2Bg, 3C",Nobles,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Judicial Ditch 56,Unnamed cr to Des Moines R,Stream,2018,Des Moines River,07100002-505,"2Bg, 3C",Jackson,07100002,Lower Des Moines River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Judicial Ditch 56,Unnamed cr to Des Moines R,Stream,2018,Des Moines River,07100002-505,"2Bg, 3C",Jackson,07100002,Lower Des Moines River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Judicial Ditch 56,Unnamed cr to Des Moines R,Stream,2008,Des Moines River,07100002-505,"2Bg, 3C",Jackson,07100002,Lower Des Moines River,,Aquatic Life,Turbidity,2028,5,,,,,
Lake Shetek Inlet,-95.9137 44.1640 to  -95.8869 44.2032,Stream,2018,Des Moines River,07100001-641,"2Bg, 3C",Murray,07100001,Des Moines River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
